"Ward","Total2010","White2010","Black2010","Asian2010","HisLat2010","Other2010","Whiteperc","Blackperc","Asianperc","Hisperc","otherperc","PERCENT OF HOUSING CROWDED","PERCENT HOUSEHOLDS BELOW POVERTY","PERCENT AGED 16+ UNEMPLOYED","PERCENT AGED 25+ WITHOUT HIGH SCHOOL DIPLOMA","PERCENT AGED UNDER 18 OR OVER 64","PER CAPITA INCOME","HARDSHIP INDEX","Birth Rate","General Fertility Rate","Low Birth Weight","Prenatal Care Beginning in First Trimester","Preterm Births","Teen Birth Rate","Assault (Homicide)","Breast cancer in females","Cancer (All Sites)","Colorectal Cancer","Diabetes-related","Firearm-related","Infant Mortality Rate","Lung Cancer","Prostate Cancer in Males","Stroke (Cerebrovascular Disease)","Childhood Blood Lead Level Screening","Childhood Lead Poisoning","Gonorrhea in Females","Gonorrhea in Males","Tuberculosis","Below Poverty Level","Crowded Housing","Dependency","No High School Diploma","Per Capita Income","Unemployment"
39,55882,30133,1495,9238,13111,1905,0.539225510897964,0.0267528005440034,0.165312623027093,0.234619376543431,0.0340896889875094,5.74480870405497,13.2772466984002,9.42736301492431,19.0563276189113,35.9091532157045,28816.974607208,33.8513116924949,13.7576214165563,64.6868437063813,8.28569664650514,78.2578003650549,9.49922694248595,24.2824200994954,3.87294656597831,23.5414766830106,155.508002576858,18.4988422032139,57.8959808167209,5.04252353172757,5.01428903761497,36.3052181382198,17.0359847535879,35.0790218675065,296.844502702122,0.559478901972012,542.100207524337,506.392528732418,9.54620271285924,11.7425020579077,5.58678107440678,36.1538169714756,20.9469024014888,27435.553756129,8.08619233384632
40,55319,28138,3817,8757,13049,1558,0.508649830980314,0.0689998011533108,0.158300041577035,0.23588640430955,0.0281639219797899,4.92359587121965,14.5952764872829,8.56744156618883,15.0395307218135,28.9549124170719,32217.0077730979,26.4279723060793,16.2289249624903,65.1115819157975,8.09587483504763,76.7785914423616,8.9808076790976,32.145024313527,5.45337768217068,20.7854480377447,156.826865995408,13.1318100471809,57.0172580849256,4.98751604331242,4.82206475171279,40.5348361322511,22.8660749471249,35.3944087926391,300.441540881072,0.659876353513259,122.958983351109,249.531284007303,9.14671270268805,12.9785914423616,4.53617925125183,28.9215188271661,14.1715522695638,30648.5590665052,7.51816554890725
41,56012,46122,568,2842,5596,884,0.823430693422838,0.010140684139113,0.0507391273298579,0.0999071627508391,0.015782332357352,2.02120340769052,7.08187387258667,7.90420781911379,9.84652533442875,37.0482416816988,34406.1080888,17.8701934239431,11.5467968066296,61.6360111446483,5.53271775821114,86.3506152774553,8.7602543265882,6.15680020003215,3.77624618242218,19.754333732207,170.055376756979,15.7283902770088,47.3339947491561,8.68707470843528,3.92510939258095,41.3965619474558,21.6351038559769,41.489455448197,160.880102159276,0.0935864692539873,906.0515625,852.7046875,2.58530835312818,6.43586112053723,1.77607829829794,37.1616616956297,11.2454412316265,33648.3317854655,6.63642371095355
42,55870,38810,2933,9447,3233,1447,0.694648290674781,0.0524968677286558,0.169088956506175,0.0578664757472704,0.025899409343118,2.12281009486308,14.6688240558439,7.29078217290138,3.94857705387507,20.2253284410238,74974.0017719707,3.95043851798819,11.7135833184178,37.3850850187936,7.83869876499016,73.2338500089493,9.08127438696975,26.3433542151423,4.50458206550922,24.5303758725613,146.946889207088,14.6779434401289,33.6740647932701,4.46241990334706,6.72209056738858,37.9176839090746,18.760295328441,30.024601754072,322.139148022194,0.221775550384822,279.623087524611,265.214480042957,7.18221406837301,14.2222928226239,2.30310363343476,21.2585681045284,4.81099695722212,74091.3983712189,5.88136746017541
43,56170,47644,1765,2897,2704,1160,0.84821078867723,0.0314224675093466,0.0515755741499021,0.0481395762862738,0.0206515933772476,0.917755029375111,12.3642300160228,5.30339505073883,3.48224497062489,21.6177550293751,73383.4823571301,1.89294997329535,12.9323749332384,38.400259925227,6.81410005340929,75.0576998397721,7.99269004806836,5.51489585187823,1.02115008011394,23.7321150080114,151.808089727613,16.5287199572726,47.6271443831227,2.39634502403418,2.83890510948905,39.3148798290903,25.9939896742033,33.8762346448282,188.062198682571,0.546474986647677,71.0784101833719,108.376038810753,1.66031511482998,11.9712800427274,0.749870037386505,20.7104450774435,4.20365497596582,73090.1084208652,4.57493501869325
44,56058,46286,1597,3430,3567,1178,0.825680545149666,0.0284883513503871,0.0611866281351457,0.0636305255271326,0.0210139498376681,1.1,11.4,4.7,2.6,17,60058,5,13.5,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13,38.5,1.8,2.2,32.5,17,24.4,179.2,0.4,81.8,357.6,3.2,10.5,1.2,16.5,2.9,58227,4.7
45,55967,36009,861,4174,13736,1187,0.643397001804635,0.0153840656100917,0.0745796630157057,0.245430342880626,0.0212089266889417,3.48723890864259,9.72271517144031,11.5372272946558,15.8998284703486,35.1334179069809,27831.9719120196,28.2779137706148,13.6831347043794,66.0193310343595,6.6880929833652,82.1655386209731,8.50896778458735,30.0231975985849,4.19374988832705,21.9678149623886,185.495129272607,19.6788839852056,49.8226883699323,5.13824039165937,6.2135186806511,48.1931781228224,23.922827737774,40.7192148944914,254.390696303179,0.315528793753462,558.855481969285,515.928830884718,5.70281773187771,8.69713759894223,3.18549859738775,34.9814533564422,15.9827791377061,27117.1267353976,9.34044347561956
46,53784,30787,10686,4760,6188,1363,0.572419306857058,0.198683623382419,0.0885021567752491,0.115052803807824,0.0253421091774505,2.91069277108434,19.8498995983936,7.51663319946453,8.76976796073182,20.487260151718,43781.2132418563,15.0594042838019,13.2317492190986,46.6133980365908,7.64125390450692,78.1611222668452,9.57537929495761,28.7431001784917,4.08250780901383,20.9047523427041,164.723360107095,18.0297021419009,66.3310185185185,3.67775546630968,5.08369589468987,44.5712851405622,22.4991410084784,36.0018462739848,296.224403168228,0.467062695225346,141.485798750558,432.106654395359,10.174520303436,18.6816488174922,3.48013163766176,20.3225736278447,10.075708389112,40876.5394912985,6.71188085676038
47,55074,41172,1484,3343,7700,1375,0.74757598866979,0.0269455641500527,0.0607001488905836,0.13981188945782,0.0249664088317536,1.83242183244362,12.2879707302902,6.46246686276646,7.44463630751353,23.2471801576061,49349.0235501326,10.8962668409776,17.4805153066783,59.6390837781893,8.10883175364056,79.6148945055743,9.49971856048226,21.7719940443767,2.81557177615572,19.3984439118277,152.802567454697,18.2868449722192,54.3625031775429,2.991255401823,3.56417002578349,41.9334005156698,20.2132276573338,36.7952318698478,233.120054835312,0.602787159095036,104.016232705088,281.368101100338,5.8927679122635,11.3844718015761,1.90606456767259,22.9020408904383,7.99030577041798,45818.0856665577,5.66651414460544
48,55909,30112,9043,7331,7759,1664,0.538589493641453,0.161744978447119,0.131123790445188,0.138779087445671,0.0297626500205691,4.05480870700603,19.0736983312168,9.15480870700603,10.0163390509578,23.5589797706988,33746.8316192384,19.1506376433132,12.2506376433132,48.4615303439518,7.62051011465059,76.3410202293012,7.8368491656084,18.1127528662648,5.7397449426747,18.9217854012771,165.208581802572,16.8477418662469,53.4998944713731,4.00544635031927,6.8397449426747,41.6666314904577,23.9259564649699,33.0365039617951,315.393757713427,0.839744942674704,127.737328515981,433.706270904506,10.966976694271,17.5188896242108,4.00544635031927,23.2192348280241,9.69293315924091,33212.0066178969,8.80417106369279
49,55895,21693,14966,3765,13455,2016,0.388102692548528,0.267752035065748,0.0673584399320154,0.240719205653457,0.0360676268002505,7.70466589140352,23.3013829501744,8.70466589140352,18.3213131764916,28.0132480543877,23897.0536362823,39.3266123982467,16.4419930226317,62.9938348689507,10.8646891492978,72.911348063333,11.0646891492978,40.2914178370158,7.61134806333304,23.1553573664907,175.92016280526,24.926728687718,76.3254620270149,5.13001162894713,6.33934341175418,36.6673387601753,21.3500581447357,33.7466589140352,363.146258162626,0.523329457017622,314.031407102603,413.147020305931,11.2833527149119,22.3453922533321,7.85800697736828,29.2432596833348,18.1699883710529,23604.8648000716,7.5186635656141
50,55809,25210,5671,12556,10533,1839,0.451719256750703,0.101614434947768,0.224981633786665,0.188733000053755,0.0329516744611084,7.63130677847659,17.026981311258,8.84758013940404,20.5231700980129,38.5216273360927,23192.9485208479,45.4376892615886,17.0231700980129,82.0412890394022,8.16920747549678,71.4460373774839,8.38218387715243,29.0608593596015,5.67888691788063,20.2086509344371,155.372292999337,17.4989714920533,60.4307925245032,3.67404719668871,5.11297640165565,35.9437689261589,14.2173018688742,34.3539626225161,330.790109122185,0.974047196688706,174.092054540934,233.685975660288,8.9,14.9832123850992,6.86158504900643,38.3605565410597,19.5394434589403,21529.2461610135,7.8826981311258
